省份,市场名称,品种名称,最低价,平均价,最高价,单位,交易日期,更新时间,保存时间,市场ID,品种ID,产地,交易量,品种类型
山西省,山西汾阳市晋阳农副产品批发市场,大白菜,0.0,1.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,77,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,洋白菜,0.0,1.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,1451,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,油菜,0.0,2.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,79,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,生菜,0.0,2.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,81,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,菠菜,0.0,8.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,82,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,香菜,0.0,5.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,86,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,韭菜,0.0,4.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,95,None,0.0,叶菜类
山西省,山西汾阳市晋阳农副产品批发市场,白萝卜,0.0,1.6,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,1234,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,胡萝卜,0.0,2.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,100,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,土豆,0.0,1.8,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,101,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,葱头,0.0,1.6,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,104,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,大葱,0.0,2.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,105,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,生姜,0.0,11.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,106,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,大蒜,0.0,11.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,107,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,芹菜,0.0,1.6,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,109,None,0.0,根和根茎类
山西省,山西汾阳市晋阳农副产品批发市场,菜花,0.0,5.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,129,None,0.0,芽、花类
山西省,山西汾阳市晋阳农副产品批发市场,西红柿,0.0,3.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,135,None,0.0,瓜果类
山西省,山西汾阳市晋阳农副产品批发市场,尖椒,0.0,4.6,0.0,元/公斤,2025-06-25,2025-06-25 13:30:30,2025-06-25 13:30:47,76E4F160C02A936CE040A8C020017257,136,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,大白菜,0.0,0.7,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,77,None,0.0,叶菜类
山西省,孝义市绿海蔬菜批发销售有限公司,洋白菜,0.0,1.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,1451,None,0.0,叶菜类
山西省,孝义市绿海蔬菜批发销售有限公司,油菜,0.0,3.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,79,None,0.0,叶菜类
山西省,孝义市绿海蔬菜批发销售有限公司,白萝卜,0.0,1.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,1234,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,土豆,0.0,2.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,101,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,葱头,0.0,2.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,104,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,大葱,0.0,2.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,105,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,生姜,0.0,11.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,106,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,白蒜5.0公分,0.0,8.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,1333,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,芹菜,0.0,3.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,109,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,蒜薹,0.0,4.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,119,None,0.0,根和根茎类
山西省,孝义市绿海蔬菜批发销售有限公司,菜花,0.0,3.4,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,129,None,0.0,芽、花类
山西省,孝义市绿海蔬菜批发销售有限公司,西红柿,0.0,3.6,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,135,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,尖椒,0.0,4.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,136,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,青椒,0.0,4.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,137,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,茄子,0.0,3.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,138,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,黄瓜,0.0,3.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,139,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,西葫芦,0.0,1.2,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,140,None,0.0,瓜果类
山西省,孝义市绿海蔬菜批发销售有限公司,豆角,0.0,5.0,0.0,元/公斤,2025-06-25,2025-06-25 13:30:32,2025-06-25 13:30:47,76E4F160C025936CE040A8C020017257,150,None,0.0,瓜果类
内蒙古自治区,内蒙古保全庄农产品批发市场,面粉,3.4,3.6,4.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,2,巴盟临河,1000.0,谷物
内蒙古自治区,内蒙古保全庄农产品批发市场,大米,3.5,3.7,4.1,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,6,赤峰,1000.0,谷物
内蒙古自治区,内蒙古保全庄农产品批发市场,红小豆,14.0,15.0,16.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,22,呼和浩特,200.0,豆类
内蒙古自治区,内蒙古保全庄农产品批发市场,大白菜,0.9,1.0,1.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,77,河北,150.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,油菜,1.7,1.9,2.1,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,79,河北,22.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,小白菜,1.6,1.8,2.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,80,包头,56.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,生菜,1.6,1.7,1.8,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,81,呼和浩特,231.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,菠菜,3.0,3.2,4.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,82,包头,52.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,木耳菜,18.0,18.6,19.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,83,北京,42.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,香菜,3.0,3.2,4.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,86,包头,21.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,油麦菜,3.0,3.2,4.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,87,云南,65.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,韭苔,13.0,13.5,14.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,1455,河北,221.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,蒜苗,9.0,10.0,11.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,97,呼和浩特,155.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,茴香,7.0,8.2,9.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,98,包头,122.0,叶菜类
内蒙古自治区,内蒙古保全庄农产品批发市场,红萝卜,1.8,1.9,2.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,1233,河北，【水洗】胡萝卜,90.0,根和根茎类
内蒙古自治区,内蒙古保全庄农产品批发市场,青萝卜,2.0,2.1,2.2,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,1498,山东,654.0,根和根茎类
内蒙古自治区,内蒙古保全庄农产品批发市场,土豆,1.3,1.35,1.4,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,101,包头,200.0,根和根茎类
内蒙古自治区,内蒙古保全庄农产品批发市场,山药,3.0,3.2,4.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,102,河北,700.0,根和根茎类
内蒙古自治区,内蒙古保全庄农产品批发市场,葱头,1.0,1.15,1.2,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,104,宁夏,87.0,根和根茎类
内蒙古自治区,内蒙古保全庄农产品批发市场,大葱,1.7,1.8,2.0,元/公斤,2025-06-25,2025-06-25 13:30:38,2025-06-25 13:30:47,bd298759-7579-4ead-958e-e1e53859a832,105,山东,67.0,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,面粉,5.6,6.0,6.6,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,2,None,6.5,谷物
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,大米,6.0,7.0,7.5,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,6,None,10.0,谷物
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,大白菜,1.3,1.4,1.5,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,77,None,7.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,甘蓝,2.2,2.4,3.2,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,78,None,1.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,洋白菜,0.8,1.6,2.6,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,1451,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,油菜,4.2,4.4,4.8,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,79,None,9.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,小白菜,2.0,2.4,3.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,80,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,生菜,2.0,2.4,3.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,81,None,10.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,菠菜,4.6,5.0,5.6,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,82,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,茼蒿,4.0,4.4,5.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,84,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,油麦菜,2.0,2.4,3.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,87,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,韭菜,2.6,3.0,3.6,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,95,None,8.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,小葱,7.4,7.6,9.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,1454,None,2.0,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,蒜苗,5.6,6.0,7.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,97,None,1.3,叶菜类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,红萝卜,8.0,8.4,9.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,1233,None,0.6,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,白萝卜,1.8,2.0,2.2,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,1234,None,3.5,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,心里美萝卜,4.0,4.6,5.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,1324,None,2.0,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,胡萝卜,1.8,2.0,2.2,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,100,None,8.0,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,土豆,1.5,1.6,2.8,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,101,None,32.0,根和根茎类
内蒙古自治区,内蒙古呼和浩特市东瓦窑农副产品批发市场有限责任公司,山药,7.8,8.0,10.0,元/公斤,2025-06-25,2025-06-25 13:30:40,2025-06-25 13:30:47,76E4F160C02F936CE040A8C020017257,102,None,1.6,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,大白菜,1.2,1.4,1.4,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,77,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,甘蓝,0.8,1.0,1.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,78,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,洋白菜,1.6,2.0,2.2,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,1451,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,油菜,1.0,1.4,1.4,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,79,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,生菜,2.0,3.0,3.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,81,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,菠菜,3.0,3.2,3.4,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,82,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,茼蒿,3.4,3.6,4.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,84,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,香菜,4.0,4.2,4.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,86,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,芥菜,2.4,2.6,2.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,88,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,韭菜,2.8,3.0,3.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,95,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,小葱,2.6,3.0,3.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,1454,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,茴香,1.0,1.4,2.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,98,None,0.0,叶菜类
内蒙古自治区,内蒙赤峰西城市场,白萝卜,1.2,1.4,1.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,1234,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,胡萝卜,2.4,2.6,2.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,100,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,土豆,1.6,2.0,2.4,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,101,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,葱头,1.0,1.4,1.4,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,104,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,大葱,2.0,2.4,2.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,105,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,生姜,7.4,7.6,8.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,106,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,大蒜,6.8,7.0,7.0,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,107,None,0.0,根和根茎类
内蒙古自治区,内蒙赤峰西城市场,芹菜,1.4,1.6,1.6,元/公斤,2025-06-25,2025-06-25 13:30:42,2025-06-25 13:30:47,76E4F160C030936CE040A8C020017257,109,None,0.0,根和根茎类
